ScoreType,Score,Value,Year,Local Authority
Anxiety,High (score 6 to 10) %,17.97,2018,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,18.09,2019,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,20.5,2013,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,21.49,2017,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.15,2016,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.29,2020,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.3,2012,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.39,2014,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.5,2023,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,23.63,2022,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,24.03,2015,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,27.5,2021,Blackburn with Darwen
Anxiety,High (score 6 to 10) %,19.41,2016,Blackpool
Anxiety,High (score 6 to 10) %,21.3,2015,Blackpool
Anxiety,High (score 6 to 10) %,21.56,2013,Blackpool
Anxiety,High (score 6 to 10) %,22.69,2014,Blackpool
Anxiety,High (score 6 to 10) %,23.28,2017,Blackpool
Anxiety,High (score 6 to 10) %,23.36,2018,Blackpool
Anxiety,High (score 6 to 10) %,23.49,2019,Blackpool
Anxiety,High (score 6 to 10) %,23.71,2022,Blackpool
Anxiety,High (score 6 to 10) %,24.4,2012,Blackpool
Anxiety,High (score 6 to 10) %,24.57,2020,Blackpool
Anxiety,High (score 6 to 10) %,29.05,2023,Blackpool
Anxiety,High (score 6 to 10) %,29.78,2021,Blackpool
Anxiety,High (score 6 to 10) %,10.17,2020,Burnley
Anxiety,High (score 6 to 10) %,17.91,2022,Burnley
Anxiety,High (score 6 to 10) %,20.72,2018,Burnley
Anxiety,High (score 6 to 10) %,20.92,2014,Burnley
Anxiety,High (score 6 to 10) %,21.37,2019,Burnley
Anxiety,High (score 6 to 10) %,22.61,2017,Burnley
Anxiety,High (score 6 to 10) %,24.78,2016,Burnley
Anxiety,High (score 6 to 10) %,25,2012,Burnley
Anxiety,High (score 6 to 10) %,25.26,2015,Burnley
Anxiety,High (score 6 to 10) %,26.79,2021,Burnley
Anxiety,High (score 6 to 10) %,27.13,2013,Burnley
Anxiety,High (score 6 to 10) %,12.98,2015,Chorley
Anxiety,High (score 6 to 10) %,15.46,2022,Chorley
Anxiety,High (score 6 to 10) %,15.87,2016,Chorley
Anxiety,High (score 6 to 10) %,16.58,2021,Chorley
Anxiety,High (score 6 to 10) %,16.96,2013,Chorley
Anxiety,High (score 6 to 10) %,17.9,2023,Chorley
Anxiety,High (score 6 to 10) %,20.72,2020,Chorley
Anxiety,High (score 6 to 10) %,21.92,2017,Chorley
Anxiety,High (score 6 to 10) %,23.24,2014,Chorley
Anxiety,High (score 6 to 10) %,23.56,2018,Chorley
Anxiety,High (score 6 to 10) %,23.57,2012,Chorley
Anxiety,High (score 6 to 10) %,28.43,2019,Chorley
Anxiety,High (score 6 to 10) %,12.9,2020,Fylde
Anxiety,High (score 6 to 10) %,13.85,2016,Fylde
Anxiety,High (score 6 to 10) %,14,2023,Fylde
Anxiety,High (score 6 to 10) %,15.83,2013,Fylde
Anxiety,High (score 6 to 10) %,16.92,2022,Fylde
Anxiety,High (score 6 to 10) %,18.85,2012,Fylde
Anxiety,High (score 6 to 10) %,18.98,2015,Fylde
Anxiety,High (score 6 to 10) %,19.21,2014,Fylde
Anxiety,High (score 6 to 10) %,19.42,2019,Fylde
Anxiety,High (score 6 to 10) %,19.9,2018,Fylde
Anxiety,High (score 6 to 10) %,20.66,2017,Fylde
Anxiety,High (score 6 to 10) %,25.05,2021,Fylde
Anxiety,High (score 6 to 10) %,13.32,2012,Hyndburn
Anxiety,High (score 6 to 10) %,15.05,2015,Hyndburn
Anxiety,High (score 6 to 10) %,17.04,2022,Hyndburn
Anxiety,High (score 6 to 10) %,18.38,2017,Hyndburn
Anxiety,High (score 6 to 10) %,20.33,2013,Hyndburn
Anxiety,High (score 6 to 10) %,21.34,2016,Hyndburn
Anxiety,High (score 6 to 10) %,21.53,2019,Hyndburn
Anxiety,High (score 6 to 10) %,21.99,2018,Hyndburn
Anxiety,High (score 6 to 10) %,25.04,2014,Hyndburn
Anxiety,High (score 6 to 10) %,25.25,2021,Hyndburn
Anxiety,High (score 6 to 10) %,29.51,2020,Hyndburn
Anxiety,High (score 6 to 10) %,32.65,2023,Hyndburn
Anxiety,High (score 6 to 10) %,13.79,2014,Lancaster
Anxiety,High (score 6 to 10) %,16.16,2019,Lancaster
Anxiety,High (score 6 to 10) %,16.69,2013,Lancaster
Anxiety,High (score 6 to 10) %,17.22,2018,Lancaster
Anxiety,High (score 6 to 10) %,17.83,2015,Lancaster
Anxiety,High (score 6 to 10) %,21.12,2016,Lancaster
Anxiety,High (score 6 to 10) %,22.07,2020,Lancaster
Anxiety,High (score 6 to 10) %,22.09,2021,Lancaster
Anxiety,High (score 6 to 10) %,22.44,2012,Lancaster
Anxiety,High (score 6 to 10) %,24.71,2017,Lancaster
Anxiety,High (score 6 to 10) %,29.82,2023,Lancaster
Anxiety,High (score 6 to 10) %,31.06,2022,Lancaster
Anxiety,High (score 6 to 10) %,13.21,2023,Pendle
Anxiety,High (score 6 to 10) %,14.48,2020,Pendle
Anxiety,High (score 6 to 10) %,14.53,2022,Pendle
Anxiety,High (score 6 to 10) %,16.35,2018,Pendle
Anxiety,High (score 6 to 10) %,16.97,2017,Pendle
Anxiety,High (score 6 to 10) %,19.12,2016,Pendle
Anxiety,High (score 6 to 10) %,19.78,2013,Pendle
Anxiety,High (score 6 to 10) %,22.24,2014,Pendle
Anxiety,High (score 6 to 10) %,23.24,2012,Pendle
Anxiety,High (score 6 to 10) %,29.98,2021,Pendle
Anxiety,High (score 6 to 10) %,30.41,2019,Pendle
Anxiety,High (score 6 to 10) %,31.72,2015,Pendle
Anxiety,High (score 6 to 10) %,14.54,2019,Preston
Anxiety,High (score 6 to 10) %,17.83,2021,Preston
Anxiety,High (score 6 to 10) %,18,2013,Preston
Anxiety,High (score 6 to 10) %,18.91,2015,Preston
Anxiety,High (score 6 to 10) %,21.27,2012,Preston
Anxiety,High (score 6 to 10) %,22.28,2020,Preston
Anxiety,High (score 6 to 10) %,22.31,2014,Preston
Anxiety,High (score 6 to 10) %,24.14,2018,Preston
Anxiety,High (score 6 to 10) %,24.56,2017,Preston
Anxiety,High (score 6 to 10) %,24.98,2016,Preston
Anxiety,High (score 6 to 10) %,25.76,2023,Preston
Anxiety,High (score 6 to 10) %,28.99,2022,Preston
Anxiety,High (score 6 to 10) %,11.49,2019,Ribble Valley
Anxiety,High (score 6 to 10) %,14.28,2018,Ribble Valley
Anxiety,High (score 6 to 10) %,14.64,2015,Ribble Valley
Anxiety,High (score 6 to 10) %,17.44,2014,Ribble Valley
Anxiety,High (score 6 to 10) %,17.54,2012,Ribble Valley
Anxiety,High (score 6 to 10) %,21.8,2023,Ribble Valley
Anxiety,High (score 6 to 10) %,23.05,2013,Ribble Valley
Anxiety,High (score 6 to 10) %,24.47,2021,Ribble Valley
Anxiety,High (score 6 to 10) %,25.02,2017,Ribble Valley
Anxiety,High (score 6 to 10) %,25.64,2022,Ribble Valley
Anxiety,High (score 6 to 10) %,27.68,2016,Ribble Valley
Anxiety,High (score 6 to 10) %,31.01,2020,Ribble Valley
Anxiety,High (score 6 to 10) %,13.97,2019,Rossendale
Anxiety,High (score 6 to 10) %,17.81,2014,Rossendale
Anxiety,High (score 6 to 10) %,19.8,2016,Rossendale
Anxiety,High (score 6 to 10) %,22.92,2020,Rossendale
Anxiety,High (score 6 to 10) %,23.01,2013,Rossendale
Anxiety,High (score 6 to 10) %,23.25,2021,Rossendale
Anxiety,High (score 6 to 10) %,23.53,2017,Rossendale
Anxiety,High (score 6 to 10) %,25.17,2015,Rossendale
Anxiety,High (score 6 to 10) %,25.57,2012,Rossendale
Anxiety,High (score 6 to 10) %,27.15,2022,Rossendale
Anxiety,High (score 6 to 10) %,31.14,2018,Rossendale
Anxiety,High (score 6 to 10) %,39.51,2023,Rossendale
Anxiety,High (score 6 to 10) %,15.98,2016,South Ribble
Anxiety,High (score 6 to 10) %,16.64,2015,South Ribble
Anxiety,High (score 6 to 10) %,17.45,2018,South Ribble
Anxiety,High (score 6 to 10) %,17.54,2023,South Ribble
Anxiety,High (score 6 to 10) %,18.41,2019,South Ribble
Anxiety,High (score 6 to 10) %,20.51,2017,South Ribble
Anxiety,High (score 6 to 10) %,21.03,2013,South Ribble
Anxiety,High (score 6 to 10) %,21.33,2020,South Ribble
Anxiety,High (score 6 to 10) %,22.96,2014,South Ribble
Anxiety,High (score 6 to 10) %,23.3,2021,South Ribble
Anxiety,High (score 6 to 10) %,29.21,2012,South Ribble
Anxiety,High (score 6 to 10) %,31.8,2022,South Ribble
Anxiety,High (score 6 to 10) %,14.81,2023,West Lancashire
Anxiety,High (score 6 to 10) %,17.22,2021,West Lancashire
Anxiety,High (score 6 to 10) %,20.7,2018,West Lancashire
Anxiety,High (score 6 to 10) %,21.09,2019,West Lancashire
Anxiety,High (score 6 to 10) %,22.06,2012,West Lancashire
Anxiety,High (score 6 to 10) %,22.86,2014,West Lancashire
Anxiety,High (score 6 to 10) %,24.67,2015,West Lancashire
Anxiety,High (score 6 to 10) %,25.04,2016,West Lancashire
Anxiety,High (score 6 to 10) %,27.73,2017,West Lancashire
Anxiety,High (score 6 to 10) %,28.67,2022,West Lancashire
Anxiety,High (score 6 to 10) %,29.08,2013,West Lancashire
Anxiety,High (score 6 to 10) %,31.19,2020,West Lancashire
Anxiety,High (score 6 to 10) %,16.61,2012,Wyre
Anxiety,High (score 6 to 10) %,16.76,2015,Wyre
Anxiety,High (score 6 to 10) %,18.98,2020,Wyre
Anxiety,High (score 6 to 10) %,19.55,2021,Wyre
Anxiety,High (score 6 to 10) %,19.55,2023,Wyre
Anxiety,High (score 6 to 10) %,20.2,2013,Wyre
Anxiety,High (score 6 to 10) %,21.13,2016,Wyre
Anxiety,High (score 6 to 10) %,21.26,2019,Wyre
Anxiety,High (score 6 to 10) %,21.93,2017,Wyre
Anxiety,High (score 6 to 10) %,22.73,2014,Wyre
Anxiety,High (score 6 to 10) %,28.66,2022,Wyre
Anxiety,High (score 6 to 10) %,32.23,2018,Wyre
Anxiety,Low (score 2 to 3) %,16.96,2020,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,18.67,2019,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,18.73,2016,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,19.28,2015,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,20.67,2018,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,20.83,2017,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,21.19,2021,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,21.27,2023,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,22.11,2014,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,23.45,2022,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,24.56,2012,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,25.09,2013,Blackburn with Darwen
Anxiety,Low (score 2 to 3) %,15.88,2019,Blackpool
Anxiety,Low (score 2 to 3) %,16.73,2018,Blackpool
Anxiety,Low (score 2 to 3) %,17.42,2020,Blackpool
Anxiety,Low (score 2 to 3) %,17.59,2022,Blackpool
Anxiety,Low (score 2 to 3) %,19.95,2014,Blackpool
Anxiety,Low (score 2 to 3) %,20.24,2016,Blackpool
Anxiety,Low (score 2 to 3) %,20.41,2013,Blackpool
Anxiety,Low (score 2 to 3) %,20.99,2023,Blackpool
Anxiety,Low (score 2 to 3) %,21.12,2015,Blackpool
Anxiety,Low (score 2 to 3) %,21.36,2021,Blackpool
Anxiety,Low (score 2 to 3) %,21.7,2017,Blackpool
Anxiety,Low (score 2 to 3) %,28.25,2012,Blackpool
Anxiety,Low (score 2 to 3) %,5.18,2022,Burnley
Anxiety,Low (score 2 to 3) %,11.07,2019,Burnley
Anxiety,Low (score 2 to 3) %,11.45,2016,Burnley
Anxiety,Low (score 2 to 3) %,12.57,2020,Burnley
Anxiety,Low (score 2 to 3) %,15.88,2017,Burnley
Anxiety,Low (score 2 to 3) %,17.01,2013,Burnley
Anxiety,Low (score 2 to 3) %,18.95,2021,Burnley
Anxiety,Low (score 2 to 3) %,19.01,2014,Burnley
Anxiety,Low (score 2 to 3) %,19.2,2015,Burnley
Anxiety,Low (score 2 to 3) %,22.7,2018,Burnley
Anxiety,Low (score 2 to 3) %,26.72,2012,Burnley
Anxiety,Low (score 2 to 3) %,14.15,2022,Chorley
Anxiety,Low (score 2 to 3) %,15.65,2018,Chorley
Anxiety,Low (score 2 to 3) %,15.8,2014,Chorley
Anxiety,Low (score 2 to 3) %,16.62,2020,Chorley
Anxiety,Low (score 2 to 3) %,19.62,2017,Chorley
Anxiety,Low (score 2 to 3) %,20.33,2019,Chorley
Anxiety,Low (score 2 to 3) %,21.8,2021,Chorley
Anxiety,Low (score 2 to 3) %,24.54,2012,Chorley
Anxiety,Low (score 2 to 3) %,25.08,2015,Chorley
Anxiety,Low (score 2 to 3) %,27.07,2023,Chorley
Anxiety,Low (score 2 to 3) %,27.93,2013,Chorley
Anxiety,Low (score 2 to 3) %,29.2,2016,Chorley
Anxiety,Low (score 2 to 3) %,14.17,2019,Fylde
Anxiety,Low (score 2 to 3) %,16.11,2022,Fylde
Anxiety,Low (score 2 to 3) %,16.99,2016,Fylde
Anxiety,Low (score 2 to 3) %,18.72,2020,Fylde
Anxiety,Low (score 2 to 3) %,18.89,2017,Fylde
Anxiety,Low (score 2 to 3) %,19.47,2014,Fylde
Anxiety,Low (score 2 to 3) %,20.03,2021,Fylde
Anxiety,Low (score 2 to 3) %,24.45,2018,Fylde
Anxiety,Low (score 2 to 3) %,27.01,2015,Fylde
Anxiety,Low (score 2 to 3) %,30.31,2023,Fylde
Anxiety,Low (score 2 to 3) %,31.13,2013,Fylde
Anxiety,Low (score 2 to 3) %,31.33,2012,Fylde
Anxiety,Low (score 2 to 3) %,12.3,2021,Hyndburn
Anxiety,Low (score 2 to 3) %,15.7,2013,Hyndburn
Anxiety,Low (score 2 to 3) %,17.72,2019,Hyndburn
Anxiety,Low (score 2 to 3) %,17.98,2018,Hyndburn
Anxiety,Low (score 2 to 3) %,19.1,2016,Hyndburn
Anxiety,Low (score 2 to 3) %,19.33,2017,Hyndburn
Anxiety,Low (score 2 to 3) %,20.62,2012,Hyndburn
Anxiety,Low (score 2 to 3) %,20.97,2022,Hyndburn
Anxiety,Low (score 2 to 3) %,21.02,2014,Hyndburn
Anxiety,Low (score 2 to 3) %,23.34,2020,Hyndburn
Anxiety,Low (score 2 to 3) %,23.97,2023,Hyndburn
Anxiety,Low (score 2 to 3) %,24.64,2015,Hyndburn
Anxiety,Low (score 2 to 3) %,10.33,2015,Lancaster
Anxiety,Low (score 2 to 3) %,16.59,2020,Lancaster
Anxiety,Low (score 2 to 3) %,19.02,2022,Lancaster
Anxiety,Low (score 2 to 3) %,19.52,2012,Lancaster
Anxiety,Low (score 2 to 3) %,21.71,2023,Lancaster
Anxiety,Low (score 2 to 3) %,22.74,2014,Lancaster
Anxiety,Low (score 2 to 3) %,22.8,2016,Lancaster
Anxiety,Low (score 2 to 3) %,26.51,2013,Lancaster
Anxiety,Low (score 2 to 3) %,27.81,2017,Lancaster
Anxiety,Low (score 2 to 3) %,27.94,2019,Lancaster
Anxiety,Low (score 2 to 3) %,28.16,2018,Lancaster
Anxiety,Low (score 2 to 3) %,29.06,2021,Lancaster
Anxiety,Low (score 2 to 3) %,6.33,2019,Pendle
Anxiety,Low (score 2 to 3) %,7.65,2023,Pendle
Anxiety,Low (score 2 to 3) %,10.18,2015,Pendle
Anxiety,Low (score 2 to 3) %,19.39,2012,Pendle
Anxiety,Low (score 2 to 3) %,19.69,2016,Pendle
Anxiety,Low (score 2 to 3) %,21.13,2022,Pendle
Anxiety,Low (score 2 to 3) %,22.27,2017,Pendle
Anxiety,Low (score 2 to 3) %,22.94,2014,Pendle
Anxiety,Low (score 2 to 3) %,24.72,2020,Pendle
Anxiety,Low (score 2 to 3) %,25.91,2021,Pendle
Anxiety,Low (score 2 to 3) %,26.86,2013,Pendle
Anxiety,Low (score 2 to 3) %,27.01,2018,Pendle
Anxiety,Low (score 2 to 3) %,17.91,2013,Preston
Anxiety,Low (score 2 to 3) %,18.07,2019,Preston
Anxiety,Low (score 2 to 3) %,19.48,2020,Preston
Anxiety,Low (score 2 to 3) %,21.22,2022,Preston
Anxiety,Low (score 2 to 3) %,21.42,2018,Preston
Anxiety,Low (score 2 to 3) %,21.57,2014,Preston
Anxiety,Low (score 2 to 3) %,22.53,2015,Preston
Anxiety,Low (score 2 to 3) %,23.01,2023,Preston
Anxiety,Low (score 2 to 3) %,23.64,2012,Preston
Anxiety,Low (score 2 to 3) %,23.74,2016,Preston
Anxiety,Low (score 2 to 3) %,28.3,2017,Preston
Anxiety,Low (score 2 to 3) %,30.33,2021,Preston
Anxiety,Low (score 2 to 3) %,14.03,2022,Ribble Valley
Anxiety,Low (score 2 to 3) %,17.07,2014,Ribble Valley
Anxiety,Low (score 2 to 3) %,18.94,2016,Ribble Valley
Anxiety,Low (score 2 to 3) %,19.34,2013,Ribble Valley
Anxiety,Low (score 2 to 3) %,19.49,2017,Ribble Valley
Anxiety,Low (score 2 to 3) %,24.6,2012,Ribble Valley
Anxiety,Low (score 2 to 3) %,25.75,2015,Ribble Valley
Anxiety,Low (score 2 to 3) %,28.09,2023,Ribble Valley
Anxiety,Low (score 2 to 3) %,29.47,2019,Ribble Valley
Anxiety,Low (score 2 to 3) %,31.04,2021,Ribble Valley
Anxiety,Low (score 2 to 3) %,31.9,2018,Ribble Valley
Anxiety,Low (score 2 to 3) %,10.26,2012,Rossendale
Anxiety,Low (score 2 to 3) %,14.11,2018,Rossendale
Anxiety,Low (score 2 to 3) %,14.34,2023,Rossendale
Anxiety,Low (score 2 to 3) %,15.01,2020,Rossendale
Anxiety,Low (score 2 to 3) %,16.4,2022,Rossendale
Anxiety,Low (score 2 to 3) %,18.23,2013,Rossendale
Anxiety,Low (score 2 to 3) %,18.49,2021,Rossendale
Anxiety,Low (score 2 to 3) %,21.71,2019,Rossendale
Anxiety,Low (score 2 to 3) %,24.22,2015,Rossendale
Anxiety,Low (score 2 to 3) %,24.35,2017,Rossendale
Anxiety,Low (score 2 to 3) %,25.07,2016,Rossendale
Anxiety,Low (score 2 to 3) %,30.15,2014,Rossendale
Anxiety,Low (score 2 to 3) %,15.78,2017,South Ribble
Anxiety,Low (score 2 to 3) %,16.73,2023,South Ribble
Anxiety,Low (score 2 to 3) %,19.64,2020,South Ribble
Anxiety,Low (score 2 to 3) %,21.57,2018,South Ribble
Anxiety,Low (score 2 to 3) %,22.68,2022,South Ribble
Anxiety,Low (score 2 to 3) %,22.81,2016,South Ribble
Anxiety,Low (score 2 to 3) %,23.6,2012,South Ribble
Anxiety,Low (score 2 to 3) %,24.68,2021,South Ribble
Anxiety,Low (score 2 to 3) %,25.15,2014,South Ribble
Anxiety,Low (score 2 to 3) %,26.89,2013,South Ribble
Anxiety,Low (score 2 to 3) %,30.62,2015,South Ribble
Anxiety,Low (score 2 to 3) %,33.41,2019,South Ribble
Anxiety,Low (score 2 to 3) %,10.22,2017,West Lancashire
Anxiety,Low (score 2 to 3) %,11.32,2020,West Lancashire
Anxiety,Low (score 2 to 3) %,12.48,2015,West Lancashire
Anxiety,Low (score 2 to 3) %,13.02,2018,West Lancashire
Anxiety,Low (score 2 to 3) %,15.09,2019,West Lancashire
Anxiety,Low (score 2 to 3) %,19.14,2022,West Lancashire
Anxiety,Low (score 2 to 3) %,20.07,2014,West Lancashire
Anxiety,Low (score 2 to 3) %,20.19,2023,West Lancashire
Anxiety,Low (score 2 to 3) %,23.36,2012,West Lancashire
Anxiety,Low (score 2 to 3) %,26.14,2016,West Lancashire
Anxiety,Low (score 2 to 3) %,27.27,2013,West Lancashire
Anxiety,Low (score 2 to 3) %,32.32,2021,West Lancashire
Anxiety,Low (score 2 to 3) %,18.92,2018,Wyre
Anxiety,Low (score 2 to 3) %,19.19,2014,Wyre
Anxiety,Low (score 2 to 3) %,20.2,2012,Wyre
Anxiety,Low (score 2 to 3) %,20.91,2021,Wyre
Anxiety,Low (score 2 to 3) %,21.87,2015,Wyre
Anxiety,Low (score 2 to 3) %,22.04,2023,Wyre
Anxiety,Low (score 2 to 3) %,22.78,2016,Wyre
Anxiety,Low (score 2 to 3) %,22.85,2019,Wyre
Anxiety,Low (score 2 to 3) %,23.29,2020,Wyre
Anxiety,Low (score 2 to 3) %,24.12,2017,Wyre
Anxiety,Low (score 2 to 3) %,24.61,2022,Wyre
Anxiety,Low (score 2 to 3) %,27.08,2013,Wyre
Anxiety,Medium (score 4 to 5) %,13.35,2019,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,15.02,2023,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,15.65,2020,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,16.4,2016,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,16.78,2015,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,16.79,2018,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,16.92,2017,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,16.97,2021,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,17.28,2022,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,18.29,2013,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,18.3,2014,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,18.35,2012,Blackburn with Darwen
Anxiety,Medium (score 4 to 5) %,15.27,2014,Blackpool
Anxiety,Medium (score 4 to 5) %,15.67,2017,Blackpool
Anxiety,Medium (score 4 to 5) %,16.1,2015,Blackpool
Anxiety,Medium (score 4 to 5) %,16.22,2020,Blackpool
Anxiety,Medium (score 4 to 5) %,16.73,2016,Blackpool
Anxiety,Medium (score 4 to 5) %,16.74,2018,Blackpool
Anxiety,Medium (score 4 to 5) %,16.91,2012,Blackpool
Anxiety,Medium (score 4 to 5) %,16.94,2021,Blackpool
Anxiety,Medium (score 4 to 5) %,17.14,2023,Blackpool
Anxiety,Medium (score 4 to 5) %,17.25,2019,Blackpool
Anxiety,Medium (score 4 to 5) %,17.64,2013,Blackpool
Anxiety,Medium (score 4 to 5) %,21.48,2022,Blackpool
Anxiety,Medium (score 4 to 5) %,11.88,2013,Burnley
Anxiety,Medium (score 4 to 5) %,13.84,2014,Burnley
Anxiety,Medium (score 4 to 5) %,13.88,2021,Burnley
Anxiety,Medium (score 4 to 5) %,14.34,2018,Burnley
Anxiety,Medium (score 4 to 5) %,14.52,2017,Burnley
Anxiety,Medium (score 4 to 5) %,14.64,2012,Burnley
Anxiety,Medium (score 4 to 5) %,15.63,2015,Burnley
Anxiety,Medium (score 4 to 5) %,15.64,2020,Burnley
Anxiety,Medium (score 4 to 5) %,19.32,2022,Burnley
Anxiety,Medium (score 4 to 5) %,19.54,2019,Burnley
Anxiety,Medium (score 4 to 5) %,21.84,2016,Burnley
Anxiety,Medium (score 4 to 5) %,10.31,2019,Chorley
Anxiety,Medium (score 4 to 5) %,10.72,2017,Chorley
Anxiety,Medium (score 4 to 5) %,11.25,2020,Chorley
Anxiety,Medium (score 4 to 5) %,11.81,2023,Chorley
Anxiety,Medium (score 4 to 5) %,12.3,2016,Chorley
Anxiety,Medium (score 4 to 5) %,12.4,2015,Chorley
Anxiety,Medium (score 4 to 5) %,14.16,2012,Chorley
Anxiety,Medium (score 4 to 5) %,14.17,2021,Chorley
Anxiety,Medium (score 4 to 5) %,16.33,2018,Chorley
Anxiety,Medium (score 4 to 5) %,17.98,2014,Chorley
Anxiety,Medium (score 4 to 5) %,19.44,2013,Chorley
Anxiety,Medium (score 4 to 5) %,21.05,2022,Chorley
Anxiety,Medium (score 4 to 5) %,8.11,2019,Fylde
Anxiety,Medium (score 4 to 5) %,10.76,2023,Fylde
Anxiety,Medium (score 4 to 5) %,11.66,2015,Fylde
Anxiety,Medium (score 4 to 5) %,12.29,2013,Fylde
Anxiety,Medium (score 4 to 5) %,12.79,2018,Fylde
Anxiety,Medium (score 4 to 5) %,13.61,2012,Fylde
Anxiety,Medium (score 4 to 5) %,13.81,2020,Fylde
Anxiety,Medium (score 4 to 5) %,15.6,2017,Fylde
Anxiety,Medium (score 4 to 5) %,16.75,2022,Fylde
Anxiety,Medium (score 4 to 5) %,17.89,2016,Fylde
Anxiety,Medium (score 4 to 5) %,18.97,2014,Fylde
Anxiety,Medium (score 4 to 5) %,23.49,2021,Fylde
Anxiety,Medium (score 4 to 5) %,10.79,2017,Hyndburn
Anxiety,Medium (score 4 to 5) %,11.79,2020,Hyndburn
Anxiety,Medium (score 4 to 5) %,12.69,2022,Hyndburn
Anxiety,Medium (score 4 to 5) %,13.8,2015,Hyndburn
Anxiety,Medium (score 4 to 5) %,15.22,2019,Hyndburn
Anxiety,Medium (score 4 to 5) %,16.63,2018,Hyndburn
Anxiety,Medium (score 4 to 5) %,18.62,2023,Hyndburn
Anxiety,Medium (score 4 to 5) %,20.28,2014,Hyndburn
Anxiety,Medium (score 4 to 5) %,20.89,2021,Hyndburn
Anxiety,Medium (score 4 to 5) %,23.66,2013,Hyndburn
Anxiety,Medium (score 4 to 5) %,26.02,2016,Hyndburn
Anxiety,Medium (score 4 to 5) %,28.29,2012,Hyndburn
Anxiety,Medium (score 4 to 5) %,11.25,2016,Lancaster
Anxiety,Medium (score 4 to 5) %,12.95,2014,Lancaster
Anxiety,Medium (score 4 to 5) %,13.55,2015,Lancaster
Anxiety,Medium (score 4 to 5) %,14.3,2022,Lancaster
Anxiety,Medium (score 4 to 5) %,14.34,2018,Lancaster
Anxiety,Medium (score 4 to 5) %,15.46,2019,Lancaster
Anxiety,Medium (score 4 to 5) %,15.48,2021,Lancaster
Anxiety,Medium (score 4 to 5) %,15.49,2017,Lancaster
Anxiety,Medium (score 4 to 5) %,15.85,2023,Lancaster
Anxiety,Medium (score 4 to 5) %,18.3,2013,Lancaster
Anxiety,Medium (score 4 to 5) %,19.84,2020,Lancaster
Anxiety,Medium (score 4 to 5) %,20.4,2012,Lancaster
Anxiety,Medium (score 4 to 5) %,9.54,2012,Pendle
Anxiety,Medium (score 4 to 5) %,12.14,2020,Pendle
Anxiety,Medium (score 4 to 5) %,12.43,2022,Pendle
Anxiety,Medium (score 4 to 5) %,13.77,2019,Pendle
Anxiety,Medium (score 4 to 5) %,13.96,2017,Pendle
Anxiety,Medium (score 4 to 5) %,15.01,2013,Pendle
Anxiety,Medium (score 4 to 5) %,16.47,2016,Pendle
Anxiety,Medium (score 4 to 5) %,16.87,2018,Pendle
Anxiety,Medium (score 4 to 5) %,19,2015,Pendle
Anxiety,Medium (score 4 to 5) %,22.69,2014,Pendle
Anxiety,Medium (score 4 to 5) %,23.66,2021,Pendle
Anxiety,Medium (score 4 to 5) %,26.51,2023,Pendle
Anxiety,Medium (score 4 to 5) %,8.89,2017,Preston
Anxiety,Medium (score 4 to 5) %,11.35,2021,Preston
Anxiety,Medium (score 4 to 5) %,12.58,2015,Preston
Anxiety,Medium (score 4 to 5) %,13.95,2016,Preston
Anxiety,Medium (score 4 to 5) %,14.15,2012,Preston
Anxiety,Medium (score 4 to 5) %,15.11,2014,Preston
Anxiety,Medium (score 4 to 5) %,15.12,2013,Preston
Anxiety,Medium (score 4 to 5) %,15.28,2019,Preston
Anxiety,Medium (score 4 to 5) %,15.77,2023,Preston
