Sum of Value,Year,Quarter,Month,Day,Range (groups),Range,Local Authority,Attribute
444,2021,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
423,2021,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
87,2021,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
15240,2021,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
951,2021,Qtr 3,September,1,Female,Female,Blackpool,offenders
495,2021,Qtr 3,September,1,Female,Female,Blackpool,reoffences
204,2021,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
49019,2021,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
3770,2021,Qtr 3,September,1,Female,Female,Lancashire,offenders
2535,2021,Qtr 3,September,1,Female,Female,Lancashire,reoffences
764,2021,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
91086,2021,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
3206,2021,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
4559,2021,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
960,2021,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
109135,2021,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
4561,2021,Qtr 3,September,1,Male,Male,Blackpool,offenders
4529,2021,Qtr 3,September,1,Male,Male,Blackpool,reoffences
1353,2021,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
431513,2021,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
20419,2021,Qtr 3,September,1,Male,Male,Lancashire,offenders
19427,2021,Qtr 3,September,1,Male,Male,Lancashire,reoffences
5341,2021,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
72,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
8,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
4,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
176,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
40,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
16,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
12,2021,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
406,2021,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
177,2021,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
214,2021,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
68,2021,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
360,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
80,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
300,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
32,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
992,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
268,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
388,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
84,2021,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
5238,2021,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
951,2021,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
1604,2021,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
365,2021,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
1548,2022,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
213,2022,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
234,2022,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
84,2022,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
1311,2022,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
330,2022,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
360,2022,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
117,2022,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
6278,2022,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
1615,2022,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
1506,2022,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
454,2022,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
2880,2022,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
396,2022,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
432,2022,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
129,2022,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
4560,2022,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
573,2022,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
453,2022,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
177,2022,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
16490,2022,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
2483,2022,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
2257,2022,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
744,2022,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
6891,2022,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
543,2022,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
705,2022,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
165,2022,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
14466,2022,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
837,2022,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
870,2022,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
300,2022,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
52677,2022,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
3739,2022,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
3912,2022,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
1082,2022,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
14862,2022,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
702,2022,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
942,2022,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
240,2022,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
25911,2022,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
1077,2022,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
1041,2022,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
354,2022,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
89815,2022,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
4439,2022,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
5239,2022,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
1392,2022,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
13665,2022,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
474,2022,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
657,2022,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
129,2022,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
19662,2022,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
825,2022,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
786,2022,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
225,2022,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
85281,2022,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
3511,2022,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
3154,2022,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
958,2022,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
17004,2022,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
387,2022,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
702,2022,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
129,2022,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
23085,2022,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
648,2022,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
672,2022,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
213,2022,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
79489,2022,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
2505,2022,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
2228,2022,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
678,2022,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
11985,2022,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
270,2022,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
324,2022,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
96,2022,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
14238,2022,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
390,2022,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
381,2022,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
96,2022,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
52835,2022,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
1687,2022,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
1366,2022,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
475,2022,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
14220,2022,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
330,2022,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
507,2022,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
96,2022,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
29571,2022,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
816,2022,Qtr 3,September,1,50+,50+,Blackpool,offenders
432,2022,Qtr 3,September,1,50+,50+,Blackpool,reoffences
141,2022,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
71987,2022,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
2851,2022,Qtr 3,September,1,50+,50+,Lancashire,offenders
1486,2022,Qtr 3,September,1,50+,50+,Lancashire,reoffences
454,2022,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
8208,2022,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
456,2022,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
539,2022,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
132,2022,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
11431,2022,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
852,2022,Qtr 3,September,1,Female,Female,Blackpool,offenders
627,2022,Qtr 3,September,1,Female,Female,Blackpool,reoffences
208,2022,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
46682,2022,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
3717,2022,Qtr 3,September,1,Female,Female,Lancashire,offenders
2823,2022,Qtr 3,September,1,Female,Female,Lancashire,reoffences
831,2022,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
75451,2022,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
2967,2022,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
4160,2022,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
972,2022,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
122105,2022,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
4884,2022,Qtr 3,September,1,Male,Male,Blackpool,offenders
4940,2022,Qtr 3,September,1,Male,Male,Blackpool,reoffences
1491,2022,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
411292,2022,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
19989,2022,Qtr 3,September,1,Male,Male,Lancashire,offenders
19837,2022,Qtr 3,September,1,Male,Male,Lancashire,reoffences
5746,2022,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
128,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
4,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
4,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
60,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
64,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
356,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
20,2022,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
263,2022,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
153,2022,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
462,2022,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
66,2022,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
476,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
108,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
192,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
32,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
672,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
176,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
216,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
56,2022,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
2859,2022,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
723,2022,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
1050,2022,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
274,2022,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
966,2023,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,Number of previous offences
294,2023,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,offenders
537,2023,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffences
90,2023,Qtr 3,September,1,18-24,18 to 20,Blackburn with Darwen,reoffenders
1638,2023,Qtr 3,September,1,18-24,18 to 20,Blackpool,Number of previous offences
375,2023,Qtr 3,September,1,18-24,18 to 20,Blackpool,offenders
474,2023,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffences
138,2023,Qtr 3,September,1,18-24,18 to 20,Blackpool,reoffenders
6568,2023,Qtr 3,September,1,18-24,18 to 20,Lancashire,Number of previous offences
1570,2023,Qtr 3,September,1,18-24,18 to 20,Lancashire,offenders
1507,2023,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffences
463,2023,Qtr 3,September,1,18-24,18 to 20,Lancashire,reoffenders
1998,2023,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,Number of previous offences
405,2023,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,offenders
222,2023,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffences
96,2023,Qtr 3,September,1,18-24,21 to 24,Blackburn with Darwen,reoffenders
3144,2023,Qtr 3,September,1,18-24,21 to 24,Blackpool,Number of previous offences
543,2023,Qtr 3,September,1,18-24,21 to 24,Blackpool,offenders
378,2023,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffences
132,2023,Qtr 3,September,1,18-24,21 to 24,Blackpool,reoffenders
16834,2023,Qtr 3,September,1,18-24,21 to 24,Lancashire,Number of previous offences
2359,2023,Qtr 3,September,1,18-24,21 to 24,Lancashire,offenders
2216,2023,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffences
619,2023,Qtr 3,September,1,18-24,21 to 24,Lancashire,reoffenders
6222,2023,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,Number of previous offences
498,2023,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,offenders
891,2023,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffences
141,2023,Qtr 3,September,1,25-34,25 to 29,Blackburn with Darwen,reoffenders
14058,2023,Qtr 3,September,1,25-34,25 to 29,Blackpool,Number of previous offences
852,2023,Qtr 3,September,1,25-34,25 to 29,Blackpool,offenders
1011,2023,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffences
294,2023,Qtr 3,September,1,25-34,25 to 29,Blackpool,reoffenders
43822,2023,Qtr 3,September,1,25-34,25 to 29,Lancashire,Number of previous offences
3453,2023,Qtr 3,September,1,25-34,25 to 29,Lancashire,offenders
3562,2023,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffences
952,2023,Qtr 3,September,1,25-34,25 to 29,Lancashire,reoffenders
15405,2023,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,Number of previous offences
690,2023,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,offenders
879,2023,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffences
201,2023,Qtr 3,September,1,25-34,30 to 34,Blackburn with Darwen,reoffenders
19941,2023,Qtr 3,September,1,25-34,30 to 34,Blackpool,Number of previous offences
963,2023,Qtr 3,September,1,25-34,30 to 34,Blackpool,offenders
1188,2023,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffences
297,2023,Qtr 3,September,1,25-34,30 to 34,Blackpool,reoffenders
80815,2023,Qtr 3,September,1,25-34,30 to 34,Lancashire,Number of previous offences
4268,2023,Qtr 3,September,1,25-34,30 to 34,Lancashire,offenders
4886,2023,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffences
1366,2023,Qtr 3,September,1,25-34,30 to 34,Lancashire,reoffenders
16182,2023,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,Number of previous offences
618,2023,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,offenders
1272,2023,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffences
219,2023,Qtr 3,September,1,35-49,35 to 39,Blackburn with Darwen,reoffenders
23136,2023,Qtr 3,September,1,35-49,35 to 39,Blackpool,Number of previous offences
936,2023,Qtr 3,September,1,35-49,35 to 39,Blackpool,offenders
1257,2023,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffences
357,2023,Qtr 3,September,1,35-49,35 to 39,Blackpool,reoffenders
87443,2023,Qtr 3,September,1,35-49,35 to 39,Lancashire,Number of previous offences
3656,2023,Qtr 3,September,1,35-49,35 to 39,Lancashire,offenders
4860,2023,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffences
1173,2023,Qtr 3,September,1,35-49,35 to 39,Lancashire,reoffenders
14892,2023,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,Number of previous offences
405,2023,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,offenders
528,2023,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffences
126,2023,Qtr 3,September,1,35-49,40 to 44,Blackburn with Darwen,reoffenders
19587,2023,Qtr 3,September,1,35-49,40 to 44,Blackpool,Number of previous offences
693,2023,Qtr 3,September,1,35-49,40 to 44,Blackpool,offenders
753,2023,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffences
225,2023,Qtr 3,September,1,35-49,40 to 44,Blackpool,reoffenders
71775,2023,Qtr 3,September,1,35-49,40 to 44,Lancashire,Number of previous offences
2622,2023,Qtr 3,September,1,35-49,40 to 44,Lancashire,offenders
2503,2023,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffences
786,2023,Qtr 3,September,1,35-49,40 to 44,Lancashire,reoffenders
14631,2023,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,Number of previous offences
213,2023,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,offenders
579,2023,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffences
111,2023,Qtr 3,September,1,35-49,45 to 49,Blackburn with Darwen,reoffenders
18060,2023,Qtr 3,September,1,35-49,45 to 49,Blackpool,Number of previous offences
501,2023,Qtr 3,September,1,35-49,45 to 49,Blackpool,offenders
804,2023,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffences
156,2023,Qtr 3,September,1,35-49,45 to 49,Blackpool,reoffenders
61084,2023,Qtr 3,September,1,35-49,45 to 49,Lancashire,Number of previous offences
1861,2023,Qtr 3,September,1,35-49,45 to 49,Lancashire,offenders
2009,2023,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffences
506,2023,Qtr 3,September,1,35-49,45 to 49,Lancashire,reoffenders
18300,2023,Qtr 3,September,1,50+,50+,Blackburn with Darwen,Number of previous offences
447,2023,Qtr 3,September,1,50+,50+,Blackburn with Darwen,offenders
393,2023,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffences
72,2023,Qtr 3,September,1,50+,50+,Blackburn with Darwen,reoffenders
23256,2023,Qtr 3,September,1,50+,50+,Blackpool,Number of previous offences
792,2023,Qtr 3,September,1,50+,50+,Blackpool,offenders
597,2023,Qtr 3,September,1,50+,50+,Blackpool,reoffences
165,2023,Qtr 3,September,1,50+,50+,Blackpool,reoffenders
78772,2023,Qtr 3,September,1,50+,50+,Lancashire,Number of previous offences
3002,2023,Qtr 3,September,1,50+,50+,Lancashire,offenders
1569,2023,Qtr 3,September,1,50+,50+,Lancashire,reoffences
538,2023,Qtr 3,September,1,50+,50+,Lancashire,reoffenders
6765,2023,Qtr 3,September,1,Female,Female,Blackburn with Darwen,Number of previous offences
522,2023,Qtr 3,September,1,Female,Female,Blackburn with Darwen,offenders
433,2023,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffences
99,2023,Qtr 3,September,1,Female,Female,Blackburn with Darwen,reoffenders
13273,2023,Qtr 3,September,1,Female,Female,Blackpool,Number of previous offences
1072,2023,Qtr 3,September,1,Female,Female,Blackpool,offenders
882,2023,Qtr 3,September,1,Female,Female,Blackpool,reoffences
252,2023,Qtr 3,September,1,Female,Female,Blackpool,reoffenders
47912,2023,Qtr 3,September,1,Female,Female,Lancashire,Number of previous offences
3816,2023,Qtr 3,September,1,Female,Female,Lancashire,offenders
3720,2023,Qtr 3,September,1,Female,Female,Lancashire,reoffences
873,2023,Qtr 3,September,1,Female,Female,Lancashire,reoffenders
82235,2023,Qtr 3,September,1,Male,Male,Blackburn with Darwen,Number of previous offences
3180,2023,Qtr 3,September,1,Male,Male,Blackburn with Darwen,offenders
5024,2023,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffences
993,2023,Qtr 3,September,1,Male,Male,Blackburn with Darwen,reoffenders
110259,2023,Qtr 3,September,1,Male,Male,Blackpool,Number of previous offences
4899,2023,Qtr 3,September,1,Male,Male,Blackpool,offenders
6252,2023,Qtr 3,September,1,Male,Male,Blackpool,reoffences
1616,2023,Qtr 3,September,1,Male,Male,Blackpool,reoffenders
403988,2023,Qtr 3,September,1,Male,Male,Lancashire,Number of previous offences
20191,2023,Qtr 3,September,1,Male,Male,Lancashire,offenders
21983,2023,Qtr 3,September,1,Male,Male,Lancashire,reoffences
6021,2023,Qtr 3,September,1,Male,Male,Lancashire,reoffenders
8,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,Number of previous offences
0,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffences
0,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackburn with Darwen,reoffenders
140,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,Number of previous offences
88,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,offenders
436,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffences
28,2023,Qtr 3,September,1,Under 18s,10 to 14,Blackpool,reoffenders
1253,2023,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,Number of previous offences
312,2023,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,offenders
1349,2023,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffences
187,2023,Qtr 3,September,1,Under 18s,10 to 14,Lancashire,reoffenders
396,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,Number of previous offences
124,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,offenders
156,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffences
36,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackburn with Darwen,reoffenders
572,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,Number of previous offences
228,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,offenders
236,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffences
76,2023,Qtr 3,September,1,Under 18s,15 to 17,Blackpool,reoffenders
3534,2023,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,Number of previous offences
904,2023,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,offenders
1242,2023,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffences
304,2023,Qtr 3,September,1,Under 18s,15 to 17,Lancashire,reoffenders
