Region name,Transaction,Year,Sum of Value
Preston,Imputed social contributions/Social benefits received,2018,685
Preston,Imputed social contributions/Social benefits received,2019,708
Preston,Imputed social contributions/Social benefits received,2020,814
Preston,Imputed social contributions/Social benefits received,2021,802
Preston,Imputed social contributions/Social benefits received,2022,843
Preston,Mixed income,1997,93
Preston,Mixed income,1998,97
Preston,Mixed income,1999,103
Preston,Mixed income,2000,105
Preston,Mixed income,2001,108
Preston,Mixed income,2002,113
Preston,Mixed income,2003,116
Preston,Mixed income,2004,120
Preston,Mixed income,2005,126
Preston,Mixed income,2006,132
Preston,Mixed income,2007,128
Preston,Mixed income,2008,128
Preston,Mixed income,2009,133
Preston,Mixed income,2010,139
Preston,Mixed income,2011,141
Preston,Mixed income,2012,140
Preston,Mixed income,2013,144
Preston,Mixed income,2014,155
Preston,Mixed income,2015,163
Preston,Mixed income,2016,165
Preston,Mixed income,2017,181
Preston,Mixed income,2018,186
Preston,Mixed income,2019,201
Preston,Mixed income,2020,206
Preston,Mixed income,2021,209
Preston,Mixed income,2022,211
Preston,Operating surplus,1997,186
Preston,Operating surplus,1998,194
Preston,Operating surplus,1999,190
Preston,Operating surplus,2000,181
Preston,Operating surplus,2001,191
Preston,Operating surplus,2002,177
Preston,Operating surplus,2003,184
Preston,Operating surplus,2004,197
Preston,Operating surplus,2005,222
Preston,Operating surplus,2006,224
Preston,Operating surplus,2007,222
Preston,Operating surplus,2008,227
Preston,Operating surplus,2009,226
Preston,Operating surplus,2010,197
Preston,Operating surplus,2011,199
Preston,Operating surplus,2012,218
Preston,Operating surplus,2013,209
Preston,Operating surplus,2014,210
Preston,Operating surplus,2015,214
Preston,Operating surplus,2016,230
Preston,Operating surplus,2017,239
Preston,Operating surplus,2018,253
Preston,Operating surplus,2019,259
Preston,Operating surplus,2020,246
Preston,Operating surplus,2021,260
Preston,Operating surplus,2022,271
Preston,"Other current transfers, paid",1997,33
Preston,"Other current transfers, paid",1998,31
Preston,"Other current transfers, paid",1999,33
Preston,"Other current transfers, paid",2000,31
Preston,"Other current transfers, paid",2001,47
Preston,"Other current transfers, paid",2002,47
Preston,"Other current transfers, paid",2003,54
Preston,"Other current transfers, paid",2004,59
Preston,"Other current transfers, paid",2005,66
Preston,"Other current transfers, paid",2006,50
Preston,"Other current transfers, paid",2007,69
Preston,"Other current transfers, paid",2008,69
Preston,"Other current transfers, paid",2009,66
Preston,"Other current transfers, paid",2010,66
Preston,"Other current transfers, paid",2011,77
Preston,"Other current transfers, paid",2012,81
Preston,"Other current transfers, paid",2013,81
Preston,"Other current transfers, paid",2014,87
Preston,"Other current transfers, paid",2015,81
Preston,"Other current transfers, paid",2016,83
Preston,"Other current transfers, paid",2017,85
Preston,"Other current transfers, paid",2018,87
Preston,"Other current transfers, paid",2019,89
Preston,"Other current transfers, paid",2020,91
Preston,"Other current transfers, paid",2021,89
Preston,"Other current transfers, paid",2022,94
Preston,"Other current transfers, received",1997,25
Preston,"Other current transfers, received",1998,23
Preston,"Other current transfers, received",1999,24
Preston,"Other current transfers, received",2000,21
Preston,"Other current transfers, received",2001,37
Preston,"Other current transfers, received",2002,35
Preston,"Other current transfers, received",2003,39
Preston,"Other current transfers, received",2004,41
Preston,"Other current transfers, received",2005,46
Preston,"Other current transfers, received",2006,30
Preston,"Other current transfers, received",2007,49
Preston,"Other current transfers, received",2008,47
Preston,"Other current transfers, received",2009,39
Preston,"Other current transfers, received",2010,35
Preston,"Other current transfers, received",2011,49
Preston,"Other current transfers, received",2012,60
Preston,"Other current transfers, received",2013,54
Preston,"Other current transfers, received",2014,61
Preston,"Other current transfers, received",2015,56
Preston,"Other current transfers, received",2016,55
Preston,"Other current transfers, received",2017,57
Preston,"Other current transfers, received",2018,60
Preston,"Other current transfers, received",2019,59
Preston,"Other current transfers, received",2020,60
Preston,"Other current transfers, received",2021,49
Preston,"Other current transfers, received",2022,68
Preston,Primary resources total,1997,1354
Preston,Primary resources total,1998,1398
Preston,Primary resources total,1999,1437
Preston,Primary resources total,2000,1510
Preston,Primary resources total,2001,1579
Preston,Primary resources total,2002,1616
Preston,Primary resources total,2003,1686
Preston,Primary resources total,2004,1806
Preston,Primary resources total,2005,1905
Preston,Primary resources total,2006,1968
Preston,Primary resources total,2007,2091
Preston,Primary resources total,2008,2146
Preston,Primary resources total,2009,2059
Preston,Primary resources total,2010,2079
Preston,Primary resources total,2011,2082
Preston,Primary resources total,2012,2083
Preston,Primary resources total,2013,2102
Preston,Primary resources total,2014,2133
Preston,Primary resources total,2015,2248
Preston,Primary resources total,2016,2327
Preston,Primary resources total,2017,2404
Preston,Primary resources total,2018,2487
Preston,Primary resources total,2019,2638
Preston,Primary resources total,2020,2589
Preston,Primary resources total,2021,2744
Preston,Primary resources total,2022,3033
Preston,Primary uses total,1997,64
Preston,Primary uses total,1998,71
Preston,Primary uses total,1999,63
Preston,Primary uses total,2000,69
Preston,Primary uses total,2001,68
Preston,Primary uses total,2002,58
Preston,Primary uses total,2003,62
Preston,Primary uses total,2004,84
Preston,Primary uses total,2005,101
Preston,Primary uses total,2006,100
Preston,Primary uses total,2007,126
Preston,Primary uses total,2008,153
Preston,Primary uses total,2009,61
Preston,Primary uses total,2010,37
Preston,Primary uses total,2011,42
Preston,Primary uses total,2012,41
Preston,Primary uses total,2013,33
Preston,Primary uses total,2014,37
Preston,Primary uses total,2015,42
Preston,Primary uses total,2016,47
Preston,Primary uses total,2017,38
Preston,Primary uses total,2018,48
Preston,Primary uses total,2019,42
Preston,Primary uses total,2020,27
Preston,Primary uses total,2021,32
Preston,Primary uses total,2022,60
Preston,"Property income, paid",1997,64
Preston,"Property income, paid",1998,71
Preston,"Property income, paid",1999,63
Preston,"Property income, paid",2000,69
Preston,"Property income, paid",2001,68
Preston,"Property income, paid",2002,58
Preston,"Property income, paid",2003,62
Preston,"Property income, paid",2004,84
Preston,"Property income, paid",2005,101
Preston,"Property income, paid",2006,100
Preston,"Property income, paid",2007,126
Preston,"Property income, paid",2008,153
Preston,"Property income, paid",2009,61
Preston,"Property income, paid",2010,37
Preston,"Property income, paid",2011,42
Preston,"Property income, paid",2012,41
Preston,"Property income, paid",2013,33
Preston,"Property income, paid",2014,37
Preston,"Property income, paid",2015,42
Preston,"Property income, paid",2016,47
