Region name,Transaction,Year,Sum of Value
Burnley,Social contributions/Social benefits paid,2012,331
Burnley,Social contributions/Social benefits paid,2013,306
Burnley,Social contributions/Social benefits paid,2014,302
Burnley,Social contributions/Social benefits paid,2015,327
Burnley,Social contributions/Social benefits paid,2016,341
Burnley,Social contributions/Social benefits paid,2017,337
Burnley,Social contributions/Social benefits paid,2018,339
Burnley,Social contributions/Social benefits paid,2019,343
Burnley,Social contributions/Social benefits paid,2020,345
Burnley,Social contributions/Social benefits paid,2021,371
Burnley,Social contributions/Social benefits paid,2022,428
Chorley,Balance of primary incomes,1997,1178
Chorley,Balance of primary incomes,1998,1216
Chorley,Balance of primary incomes,1999,1265
Chorley,Balance of primary incomes,2000,1356
Chorley,Balance of primary incomes,2001,1410
Chorley,Balance of primary incomes,2002,1470
Chorley,Balance of primary incomes,2003,1530
Chorley,Balance of primary incomes,2004,1618
Chorley,Balance of primary incomes,2005,1686
Chorley,Balance of primary incomes,2006,1741
Chorley,Balance of primary incomes,2007,1838
Chorley,Balance of primary incomes,2008,1874
Chorley,Balance of primary incomes,2009,1851
Chorley,Balance of primary incomes,2010,1915
Chorley,Balance of primary incomes,2011,1915
Chorley,Balance of primary incomes,2012,1911
Chorley,Balance of primary incomes,2013,1973
Chorley,Balance of primary incomes,2014,2037
Chorley,Balance of primary incomes,2015,2163
Chorley,Balance of primary incomes,2016,2181
Chorley,Balance of primary incomes,2017,2299
Chorley,Balance of primary incomes,2018,2414
Chorley,Balance of primary incomes,2019,2520
Chorley,Balance of primary incomes,2020,2500
Chorley,Balance of primary incomes,2021,2686
Chorley,Balance of primary incomes,2022,2887
Chorley,Balance of secondary income,1997,-179
Chorley,Balance of secondary income,1998,-203
Chorley,Balance of secondary income,1999,-212
Chorley,Balance of secondary income,2000,-237
Chorley,Balance of secondary income,2001,-236
Chorley,Balance of secondary income,2002,-260
Chorley,Balance of secondary income,2003,-273
Chorley,Balance of secondary income,2004,-308
Chorley,Balance of secondary income,2005,-318
Chorley,Balance of secondary income,2006,-321
Chorley,Balance of secondary income,2007,-355
Chorley,Balance of secondary income,2008,-341
Chorley,Balance of secondary income,2009,-253
Chorley,Balance of secondary income,2010,-305
Chorley,Balance of secondary income,2011,-257
Chorley,Balance of secondary income,2012,-192
Chorley,Balance of secondary income,2013,-205
Chorley,Balance of secondary income,2014,-195
Chorley,Balance of secondary income,2015,-179
Chorley,Balance of secondary income,2016,-197
Chorley,Balance of secondary income,2017,-244
Chorley,Balance of secondary income,2018,-310
Chorley,Balance of secondary income,2019,-295
Chorley,Balance of secondary income,2020,-225
Chorley,Balance of secondary income,2021,-320
Chorley,Balance of secondary income,2022,-367
Chorley,Compensation of employees,1997,749
Chorley,Compensation of employees,1998,769
Chorley,Compensation of employees,1999,811
Chorley,Compensation of employees,2000,858
Chorley,Compensation of employees,2001,919
Chorley,Compensation of employees,2002,956
Chorley,Compensation of employees,2003,1003
Chorley,Compensation of employees,2004,1072
Chorley,Compensation of employees,2005,1115
Chorley,Compensation of employees,2006,1164
Chorley,Compensation of employees,2007,1249
Chorley,Compensation of employees,2008,1285
Chorley,Compensation of employees,2009,1262
Chorley,Compensation of employees,2010,1293
Chorley,Compensation of employees,2011,1300
Chorley,Compensation of employees,2012,1295
Chorley,Compensation of employees,2013,1339
Chorley,Compensation of employees,2014,1384
Chorley,Compensation of employees,2015,1435
Chorley,Compensation of employees,2016,1491
Chorley,Compensation of employees,2017,1589
Chorley,Compensation of employees,2018,1674
Chorley,Compensation of employees,2019,1760
Chorley,Compensation of employees,2020,1812
Chorley,Compensation of employees,2021,1906
Chorley,Compensation of employees,2022,2006
Chorley,"Current taxes on income, wealth etc",1997,144
Chorley,"Current taxes on income, wealth etc",1998,166
Chorley,"Current taxes on income, wealth etc",1999,175
Chorley,"Current taxes on income, wealth etc",2000,185
Chorley,"Current taxes on income, wealth etc",2001,199
Chorley,"Current taxes on income, wealth etc",2002,209
Chorley,"Current taxes on income, wealth etc",2003,217
Chorley,"Current taxes on income, wealth etc",2004,232
Chorley,"Current taxes on income, wealth etc",2005,244
Chorley,"Current taxes on income, wealth etc",2006,253
Chorley,"Current taxes on income, wealth etc",2007,273
Chorley,"Current taxes on income, wealth etc",2008,291
Chorley,"Current taxes on income, wealth etc",2009,277
Chorley,"Current taxes on income, wealth etc",2010,269
Chorley,"Current taxes on income, wealth etc",2011,271
Chorley,"Current taxes on income, wealth etc",2012,263
Chorley,"Current taxes on income, wealth etc",2013,263
Chorley,"Current taxes on income, wealth etc",2014,271
Chorley,"Current taxes on income, wealth etc",2015,287
Chorley,"Current taxes on income, wealth etc",2016,297
Chorley,"Current taxes on income, wealth etc",2017,326
Chorley,"Current taxes on income, wealth etc",2018,347
Chorley,"Current taxes on income, wealth etc",2019,364
Chorley,"Current taxes on income, wealth etc",2020,372
Chorley,"Current taxes on income, wealth etc",2021,415
Chorley,"Current taxes on income, wealth etc",2022,451
Chorley,Gross Disposable Income,1997,999
Chorley,Gross Disposable Income,1998,1013
Chorley,Gross Disposable Income,1999,1053
Chorley,Gross Disposable Income,2000,1119
Chorley,Gross Disposable Income,2001,1174
Chorley,Gross Disposable Income,2002,1209
Chorley,Gross Disposable Income,2003,1257
Chorley,Gross Disposable Income,2004,1310
Chorley,Gross Disposable Income,2005,1368
Chorley,Gross Disposable Income,2006,1420
Chorley,Gross Disposable Income,2007,1483
Chorley,Gross Disposable Income,2008,1533
Chorley,Gross Disposable Income,2009,1598
Chorley,Gross Disposable Income,2010,1610
Chorley,Gross Disposable Income,2011,1658
Chorley,Gross Disposable Income,2012,1719
Chorley,Gross Disposable Income,2013,1767
Chorley,Gross Disposable Income,2014,1842
Chorley,Gross Disposable Income,2015,1984
Chorley,Gross Disposable Income,2016,1983
Chorley,Gross Disposable Income,2017,2056
Chorley,Gross Disposable Income,2018,2104
Chorley,Gross Disposable Income,2019,2225
Chorley,Gross Disposable Income,2020,2275
Chorley,Gross Disposable Income,2021,2366
Chorley,Gross Disposable Income,2022,2520
Chorley,Imputed social contributions/Social benefits received,1997,238
Chorley,Imputed social contributions/Social benefits received,1998,240
Chorley,Imputed social contributions/Social benefits received,1999,247
Chorley,Imputed social contributions/Social benefits received,2000,266
Chorley,Imputed social contributions/Social benefits received,2001,287
Chorley,Imputed social contributions/Social benefits received,2002,296
Chorley,Imputed social contributions/Social benefits received,2003,316
Chorley,Imputed social contributions/Social benefits received,2004,331
Chorley,Imputed social contributions/Social benefits received,2005,347
Chorley,Imputed social contributions/Social benefits received,2006,367
Chorley,Imputed social contributions/Social benefits received,2007,393
Chorley,Imputed social contributions/Social benefits received,2008,428
Chorley,Imputed social contributions/Social benefits received,2009,476
Chorley,Imputed social contributions/Social benefits received,2010,501
Chorley,Imputed social contributions/Social benefits received,2011,524
Chorley,Imputed social contributions/Social benefits received,2012,556
Chorley,Imputed social contributions/Social benefits received,2013,577
Chorley,Imputed social contributions/Social benefits received,2014,585
Chorley,Imputed social contributions/Social benefits received,2015,621
Chorley,Imputed social contributions/Social benefits received,2016,619
Chorley,Imputed social contributions/Social benefits received,2017,626
Chorley,Imputed social contributions/Social benefits received,2018,601
Chorley,Imputed social contributions/Social benefits received,2019,635
Chorley,Imputed social contributions/Social benefits received,2020,701
Chorley,Imputed social contributions/Social benefits received,2021,718
Chorley,Imputed social contributions/Social benefits received,2022,753
Chorley,Mixed income,1997,93
Chorley,Mixed income,1998,97
Chorley,Mixed income,1999,103
Chorley,Mixed income,2000,104
Chorley,Mixed income,2001,107
Chorley,Mixed income,2002,113
Chorley,Mixed income,2003,114
Chorley,Mixed income,2004,117
Chorley,Mixed income,2005,124
Chorley,Mixed income,2006,125
Chorley,Mixed income,2007,118
Chorley,Mixed income,2008,117
Chorley,Mixed income,2009,122
Chorley,Mixed income,2010,129
Chorley,Mixed income,2011,130
Chorley,Mixed income,2012,135
Chorley,Mixed income,2013,138
Chorley,Mixed income,2014,144
Chorley,Mixed income,2015,152
Chorley,Mixed income,2016,151
Chorley,Mixed income,2017,164
Chorley,Mixed income,2018,169
Chorley,Mixed income,2019,178
Chorley,Mixed income,2020,186
Chorley,Mixed income,2021,191
Chorley,Mixed income,2022,195
Chorley,Operating surplus,1997,155
Chorley,Operating surplus,1998,167
Chorley,Operating surplus,1999,174
Chorley,Operating surplus,2000,183
Chorley,Operating surplus,2001,183
Chorley,Operating surplus,2002,196
Chorley,Operating surplus,2003,203
Chorley,Operating surplus,2004,206
Chorley,Operating surplus,2005,200
Chorley,Operating surplus,2006,207
Chorley,Operating surplus,2007,200
Chorley,Operating surplus,2008,221
Chorley,Operating surplus,2009,212
Chorley,Operating surplus,2010,206
Chorley,Operating surplus,2011,209
Chorley,Operating surplus,2012,220
Chorley,Operating surplus,2013,212
Chorley,Operating surplus,2014,227
Chorley,Operating surplus,2015,241
Chorley,Operating surplus,2016,251
Chorley,Operating surplus,2017,254
Chorley,Operating surplus,2018,254
Chorley,Operating surplus,2019,265
Chorley,Operating surplus,2020,260
Chorley,Operating surplus,2021,256
Chorley,Operating surplus,2022,286
Chorley,"Other current transfers, paid",1997,25
Chorley,"Other current transfers, paid",1998,24
Chorley,"Other current transfers, paid",1999,25
Chorley,"Other current transfers, paid",2000,24
Chorley,"Other current transfers, paid",2001,36
Chorley,"Other current transfers, paid",2002,37
Chorley,"Other current transfers, paid",2003,42
Chorley,"Other current transfers, paid",2004,45
Chorley,"Other current transfers, paid",2005,51
Chorley,"Other current transfers, paid",2006,38
Chorley,"Other current transfers, paid",2007,52
Chorley,"Other current transfers, paid",2008,53
Chorley,"Other current transfers, paid",2009,50
Chorley,"Other current transfers, paid",2010,51
Chorley,"Other current transfers, paid",2011,60
Chorley,"Other current transfers, paid",2012,63
Chorley,"Other current transfers, paid",2013,64
Chorley,"Other current transfers, paid",2014,69
Chorley,"Other current transfers, paid",2015,65
Chorley,"Other current transfers, paid",2016,67
Chorley,"Other current transfers, paid",2017,68
Chorley,"Other current transfers, paid",2018,70
Chorley,"Other current transfers, paid",2019,71
Chorley,"Other current transfers, paid",2020,72
Chorley,"Other current transfers, paid",2021,70
Chorley,"Other current transfers, paid",2022,72
Chorley,"Other current transfers, received",1997,19
Chorley,"Other current transfers, received",1998,17
Chorley,"Other current transfers, received",1999,19
Chorley,"Other current transfers, received",2000,17
Chorley,"Other current transfers, received",2001,29
Chorley,"Other current transfers, received",2002,27
Chorley,"Other current transfers, received",2003,30
Chorley,"Other current transfers, received",2004,32
Chorley,"Other current transfers, received",2005,36
Chorley,"Other current transfers, received",2006,23
Chorley,"Other current transfers, received",2007,38
Chorley,"Other current transfers, received",2008,37
Chorley,"Other current transfers, received",2009,31
Chorley,"Other current transfers, received",2010,28
Chorley,"Other current transfers, received",2011,39
Chorley,"Other current transfers, received",2012,48
Chorley,"Other current transfers, received",2013,44
Chorley,"Other current transfers, received",2014,50
Chorley,"Other current transfers, received",2015,46
Chorley,"Other current transfers, received",2016,46
Chorley,"Other current transfers, received",2017,47
Chorley,"Other current transfers, received",2018,50
Chorley,"Other current transfers, received",2019,49
Chorley,"Other current transfers, received",2020,50
Chorley,"Other current transfers, received",2021,40
Chorley,"Other current transfers, received",2022,55
Chorley,Primary resources total,1997,1231
Chorley,Primary resources total,1998,1278
Chorley,Primary resources total,1999,1322
Chorley,Primary resources total,2000,1425
Chorley,Primary resources total,2001,1475
Chorley,Primary resources total,2002,1534
Chorley,Primary resources total,2003,1598
Chorley,Primary resources total,2004,1707
Chorley,Primary resources total,2005,1778
Chorley,Primary resources total,2006,1833
Chorley,Primary resources total,2007,1952
Chorley,Primary resources total,2008,2023
Chorley,Primary resources total,2009,1908
Chorley,Primary resources total,2010,1953
Chorley,Primary resources total,2011,1959
Chorley,Primary resources total,2012,1953
Chorley,Primary resources total,2013,2006
Chorley,Primary resources total,2014,2077
Chorley,Primary resources total,2015,2211
Chorley,Primary resources total,2016,2232
Chorley,Primary resources total,2017,2339
Chorley,Primary resources total,2018,2463
Chorley,Primary resources total,2019,2563
Chorley,Primary resources total,2020,2529
Chorley,Primary resources total,2021,2718
Chorley,Primary resources total,2022,2950
Chorley,Primary uses total,1997,54
Chorley,Primary uses total,1998,61
Chorley,Primary uses total,1999,58
Chorley,Primary uses total,2000,69
Chorley,Primary uses total,2001,65
Chorley,Primary uses total,2002,64
Chorley,Primary uses total,2003,68
Chorley,Primary uses total,2004,88
Chorley,Primary uses total,2005,92
Chorley,Primary uses total,2006,92
Chorley,Primary uses total,2007,113
Chorley,Primary uses total,2008,149
Chorley,Primary uses total,2009,57
Chorley,Primary uses total,2010,39
Chorley,Primary uses total,2011,44
Chorley,Primary uses total,2012,42
Chorley,Primary uses total,2013,34
Chorley,Primary uses total,2014,40
Chorley,Primary uses total,2015,48
Chorley,Primary uses total,2016,51
Chorley,Primary uses total,2017,40
Chorley,Primary uses total,2018,48
Chorley,Primary uses total,2019,43
Chorley,Primary uses total,2020,29
Chorley,Primary uses total,2021,31
Chorley,Primary uses total,2022,63
Chorley,"Property income, paid",1997,54
Chorley,"Property income, paid",1998,61
Chorley,"Property income, paid",1999,58
Chorley,"Property income, paid",2000,69
Chorley,"Property income, paid",2001,65
Chorley,"Property income, paid",2002,64
Chorley,"Property income, paid",2003,68
Chorley,"Property income, paid",2004,88
Chorley,"Property income, paid",2005,92
Chorley,"Property income, paid",2006,92
Chorley,"Property income, paid",2007,113
Chorley,"Property income, paid",2008,149
Chorley,"Property income, paid",2009,57
Chorley,"Property income, paid",2010,39
Chorley,"Property income, paid",2011,44
Chorley,"Property income, paid",2012,42
Chorley,"Property income, paid",2013,34
Chorley,"Property income, paid",2014,40
Chorley,"Property income, paid",2015,48
Chorley,"Property income, paid",2016,51
Chorley,"Property income, paid",2017,40
Chorley,"Property income, paid",2018,48
Chorley,"Property income, paid",2019,43
Chorley,"Property income, paid",2020,29
Chorley,"Property income, paid",2021,31
Chorley,"Property income, paid",2022,63
Chorley,"Property income, received",1997,234
Chorley,"Property income, received",1998,245
Chorley,"Property income, received",1999,234
Chorley,"Property income, received",2000,281
Chorley,"Property income, received",2001,266
Chorley,"Property income, received",2002,270
Chorley,"Property income, received",2003,278
Chorley,"Property income, received",2004,311
Chorley,"Property income, received",2005,339
Chorley,"Property income, received",2006,338
Chorley,"Property income, received",2007,385
Chorley,"Property income, received",2008,400
Chorley,"Property income, received",2009,312
Chorley,"Property income, received",2010,325
Chorley,"Property income, received",2011,320
Chorley,"Property income, received",2012,303
Chorley,"Property income, received",2013,317
Chorley,"Property income, received",2014,322
Chorley,"Property income, received",2015,382
Chorley,"Property income, received",2016,339
Chorley,"Property income, received",2017,333
Chorley,"Property income, received",2018,365
Chorley,"Property income, received",2019,360
Chorley,"Property income, received",2020,271
Chorley,"Property income, received",2021,364
Chorley,"Property income, received",2022,463
Chorley,Secondary resources total,1997,257
Chorley,Secondary resources total,1998,257
Chorley,Secondary resources total,1999,265
Chorley,Secondary resources total,2000,283
Chorley,Secondary resources total,2001,316
Chorley,Secondary resources total,2002,324
Chorley,Secondary resources total,2003,346
Chorley,Secondary resources total,2004,363
Chorley,Secondary resources total,2005,383
Chorley,Secondary resources total,2006,390
Chorley,Secondary resources total,2007,431
Chorley,Secondary resources total,2008,464
Chorley,Secondary resources total,2009,507
Chorley,Secondary resources total,2010,528
Chorley,Secondary resources total,2011,563
Chorley,Secondary resources total,2012,604
Chorley,Secondary resources total,2013,621
Chorley,Secondary resources total,2014,635
Chorley,Secondary resources total,2015,667
Chorley,Secondary resources total,2016,665
Chorley,Secondary resources total,2017,673
Chorley,Secondary resources total,2018,652
Chorley,Secondary resources total,2019,684
Chorley,Secondary resources total,2020,751
Chorley,Secondary resources total,2021,759
Chorley,Secondary resources total,2022,808
Chorley,Secondary uses total,1997,436
Chorley,Secondary uses total,1998,460
Chorley,Secondary uses total,1999,477
Chorley,Secondary uses total,2000,519
Chorley,Secondary uses total,2001,552
Chorley,Secondary uses total,2002,584
Chorley,Secondary uses total,2003,619
Chorley,Secondary uses total,2004,671
Chorley,Secondary uses total,2005,701
Chorley,Secondary uses total,2006,711
Chorley,Secondary uses total,2007,786
Chorley,Secondary uses total,2008,806
Chorley,Secondary uses total,2009,760
Chorley,Secondary uses total,2010,834
Chorley,Secondary uses total,2011,821
Chorley,Secondary uses total,2012,797
Chorley,Secondary uses total,2013,827
Chorley,Secondary uses total,2014,830
Chorley,Secondary uses total,2015,846
Chorley,Secondary uses total,2016,862
Chorley,Secondary uses total,2017,917
Chorley,Secondary uses total,2018,962
Chorley,Secondary uses total,2019,980
Chorley,Secondary uses total,2020,976
Chorley,Secondary uses total,2021,1079
Chorley,Secondary uses total,2022,1175
Chorley,Social contributions/Social benefits paid,1997,266
Chorley,Social contributions/Social benefits paid,1998,271
Chorley,Social contributions/Social benefits paid,1999,277
Chorley,Social contributions/Social benefits paid,2000,311
Chorley,Social contributions/Social benefits paid,2001,316
Chorley,Social contributions/Social benefits paid,2002,339
Chorley,Social contributions/Social benefits paid,2003,360
Chorley,Social contributions/Social benefits paid,2004,393
Chorley,Social contributions/Social benefits paid,2005,406
Chorley,Social contributions/Social benefits paid,2006,420
Chorley,Social contributions/Social benefits paid,2007,461
Chorley,Social contributions/Social benefits paid,2008,462
Chorley,Social contributions/Social benefits paid,2009,433
Chorley,Social contributions/Social benefits paid,2010,513
Chorley,Social contributions/Social benefits paid,2011,490
Chorley,Social contributions/Social benefits paid,2012,471
Chorley,Social contributions/Social benefits paid,2013,500
Chorley,Social contributions/Social benefits paid,2014,490
Chorley,Social contributions/Social benefits paid,2015,494
Chorley,Social contributions/Social benefits paid,2016,498
Chorley,Social contributions/Social benefits paid,2017,523
Chorley,Social contributions/Social benefits paid,2018,545
Chorley,Social contributions/Social benefits paid,2019,545
Chorley,Social contributions/Social benefits paid,2020,532
Chorley,Social contributions/Social benefits paid,2021,593
Chorley,Social contributions/Social benefits paid,2022,653
Fylde,Balance of primary incomes,1997,946
Fylde,Balance of primary incomes,1998,970
Fylde,Balance of primary incomes,1999,1006
Fylde,Balance of primary incomes,2000,1082
Fylde,Balance of primary incomes,2001,1114
Fylde,Balance of primary incomes,2002,1159
Fylde,Balance of primary incomes,2003,1210
Fylde,Balance of primary incomes,2004,1276
Fylde,Balance of primary incomes,2005,1321
Fylde,Balance of primary incomes,2006,1370
Fylde,Balance of primary incomes,2007,1441
Fylde,Balance of primary incomes,2008,1457
Fylde,Balance of primary incomes,2009,1439
Fylde,Balance of primary incomes,2010,1492
Fylde,Balance of primary incomes,2011,1468
Fylde,Balance of primary incomes,2012,1459
Fylde,Balance of primary incomes,2013,1490
Fylde,Balance of primary incomes,2014,1517
Fylde,Balance of primary incomes,2015,1614
Fylde,Balance of primary incomes,2016,1643
Fylde,Balance of primary incomes,2017,1699
Fylde,Balance of primary incomes,2018,1757
Fylde,Balance of primary incomes,2019,1830
Fylde,Balance of primary incomes,2020,1781
Fylde,Balance of primary incomes,2021,1896
Fylde,Balance of primary incomes,2022,2085
Fylde,Balance of secondary income,1997,-74
Fylde,Balance of secondary income,1998,-92
Fylde,Balance of secondary income,1999,-94
Fylde,Balance of secondary income,2000,-101
Fylde,Balance of secondary income,2001,-97
Fylde,Balance of secondary income,2002,-117
Fylde,Balance of secondary income,2003,-124
Fylde,Balance of secondary income,2004,-147
Fylde,Balance of secondary income,2005,-151
Fylde,Balance of secondary income,2006,-149
Fylde,Balance of secondary income,2007,-169
Fylde,Balance of secondary income,2008,-155
Fylde,Balance of secondary income,2009,-87
Fylde,Balance of secondary income,2010,-113
Fylde,Balance of secondary income,2011,-86
Fylde,Balance of secondary income,2012,-46
Fylde,Balance of secondary income,2013,-37
Fylde,Balance of secondary income,2014,-17
Fylde,Balance of secondary income,2015,-22
Fylde,Balance of secondary income,2016,-26
Fylde,Balance of secondary income,2017,-38
Fylde,Balance of secondary income,2018,-15
Fylde,Balance of secondary income,2019,-13
Fylde,Balance of secondary income,2020,-1
Fylde,Balance of secondary income,2021,-27
Fylde,Balance of secondary income,2022,-72
Fylde,Compensation of employees,1997,538
Fylde,Compensation of employees,1998,552
Fylde,Compensation of employees,1999,579
Fylde,Compensation of employees,2000,607
Fylde,Compensation of employees,2001,647
Fylde,Compensation of employees,2002,672
Fylde,Compensation of employees,2003,706
Fylde,Compensation of employees,2004,754
Fylde,Compensation of employees,2005,783
Fylde,Compensation of employees,2006,816
Fylde,Compensation of employees,2007,872
Fylde,Compensation of employees,2008,896
Fylde,Compensation of employees,2009,879
Fylde,Compensation of employees,2010,900
Fylde,Compensation of employees,2011,905
Fylde,Compensation of employees,2012,905
Fylde,Compensation of employees,2013,911
Fylde,Compensation of employees,2014,918
Fylde,Compensation of employees,2015,962
Fylde,Compensation of employees,2016,1014
Fylde,Compensation of employees,2017,1044
Fylde,Compensation of employees,2018,1087
Fylde,Compensation of employees,2019,1141
Fylde,Compensation of employees,2020,1141
Fylde,Compensation of employees,2021,1204
Fylde,Compensation of employees,2022,1284
Fylde,"Current taxes on income, wealth etc",1997,126
Fylde,"Current taxes on income, wealth etc",1998,144
Fylde,"Current taxes on income, wealth etc",1999,150
Fylde,"Current taxes on income, wealth etc",2000,156
Fylde,"Current taxes on income, wealth etc",2001,167
Fylde,"Current taxes on income, wealth etc",2002,174
Fylde,"Current taxes on income, wealth etc",2003,180
Fylde,"Current taxes on income, wealth etc",2004,192
Fylde,"Current taxes on income, wealth etc",2005,201
Fylde,"Current taxes on income, wealth etc",2006,208
Fylde,"Current taxes on income, wealth etc",2007,222
Fylde,"Current taxes on income, wealth etc",2008,237
Fylde,"Current taxes on income, wealth etc",2009,226
Fylde,"Current taxes on income, wealth etc",2010,221
Fylde,"Current taxes on income, wealth etc",2011,222
Fylde,"Current taxes on income, wealth etc",2012,215
Fylde,"Current taxes on income, wealth etc",2013,216
Fylde,"Current taxes on income, wealth etc",2014,216
Fylde,"Current taxes on income, wealth etc",2015,228
Fylde,"Current taxes on income, wealth etc",2016,238
Fylde,"Current taxes on income, wealth etc",2017,248
Fylde,"Current taxes on income, wealth etc",2018,257
Fylde,"Current taxes on income, wealth etc",2019,259
Fylde,"Current taxes on income, wealth etc",2020,259
Fylde,"Current taxes on income, wealth etc",2021,297
Fylde,"Current taxes on income, wealth etc",2022,325
Fylde,Gross Disposable Income,1997,872
Fylde,Gross Disposable Income,1998,878
Fylde,Gross Disposable Income,1999,911
Fylde,Gross Disposable Income,2000,981
Fylde,Gross Disposable Income,2001,1017
Fylde,Gross Disposable Income,2002,1042
Fylde,Gross Disposable Income,2003,1086
Fylde,Gross Disposable Income,2004,1129
Fylde,Gross Disposable Income,2005,1170
Fylde,Gross Disposable Income,2006,1221
Fylde,Gross Disposable Income,2007,1272
Fylde,Gross Disposable Income,2008,1302
Fylde,Gross Disposable Income,2009,1352
Fylde,Gross Disposable Income,2010,1379
Fylde,Gross Disposable Income,2011,1382
Fylde,Gross Disposable Income,2012,1412
Fylde,Gross Disposable Income,2013,1453
Fylde,Gross Disposable Income,2014,1500
Fylde,Gross Disposable Income,2015,1592
Fylde,Gross Disposable Income,2016,1618
Fylde,Gross Disposable Income,2017,1661
Fylde,Gross Disposable Income,2018,1742
Fylde,Gross Disposable Income,2019,1817
Fylde,Gross Disposable Income,2020,1780
Fylde,Gross Disposable Income,2021,1869
Fylde,Gross Disposable Income,2022,2013
Fylde,Imputed social contributions/Social benefits received,1997,229
Fylde,Imputed social contributions/Social benefits received,1998,232
Fylde,Imputed social contributions/Social benefits received,1999,240
Fylde,Imputed social contributions/Social benefits received,2000,261
Fylde,Imputed social contributions/Social benefits received,2001,280
Fylde,Imputed social contributions/Social benefits received,2002,283
Fylde,Imputed social contributions/Social benefits received,2003,298
Fylde,Imputed social contributions/Social benefits received,2004,310
Fylde,Imputed social contributions/Social benefits received,2005,325
Fylde,Imputed social contributions/Social benefits received,2006,344
Fylde,Imputed social contributions/Social benefits received,2007,366
Fylde,Imputed social contributions/Social benefits received,2008,396
Fylde,Imputed social contributions/Social benefits received,2009,437
Fylde,Imputed social contributions/Social benefits received,2010,460
Fylde,Imputed social contributions/Social benefits received,2011,471
Fylde,Imputed social contributions/Social benefits received,2012,495
Fylde,Imputed social contributions/Social benefits received,2013,509
Fylde,Imputed social contributions/Social benefits received,2014,515
Fylde,Imputed social contributions/Social benefits received,2015,540
Fylde,Imputed social contributions/Social benefits received,2016,556
Fylde,Imputed social contributions/Social benefits received,2017,562
Fylde,Imputed social contributions/Social benefits received,2018,603
Fylde,Imputed social contributions/Social benefits received,2019,636
Fylde,Imputed social contributions/Social benefits received,2020,622
Fylde,Imputed social contributions/Social benefits received,2021,655
Fylde,Imputed social contributions/Social benefits received,2022,689
Fylde,Mixed income,1997,68
Fylde,Mixed income,1998,71
Fylde,Mixed income,1999,75
Fylde,Mixed income,2000,76
Fylde,Mixed income,2001,79
Fylde,Mixed income,2002,83
Fylde,Mixed income,2003,84
Fylde,Mixed income,2004,88
Fylde,Mixed income,2005,91
Fylde,Mixed income,2006,96
Fylde,Mixed income,2007,93
Fylde,Mixed income,2008,93
Fylde,Mixed income,2009,97
Fylde,Mixed income,2010,101
Fylde,Mixed income,2011,102
Fylde,Mixed income,2012,102
Fylde,Mixed income,2013,104
Fylde,Mixed income,2014,111
Fylde,Mixed income,2015,116
Fylde,Mixed income,2016,117
Fylde,Mixed income,2017,128
Fylde,Mixed income,2018,130
Fylde,Mixed income,2019,141
Fylde,Mixed income,2020,143
Fylde,Mixed income,2021,148
Fylde,Mixed income,2022,153
Fylde,Operating surplus,1997,163
Fylde,Operating surplus,1998,164
Fylde,Operating surplus,1999,177
Fylde,Operating surplus,2000,195
Fylde,Operating surplus,2001,195
Fylde,Operating surplus,2002,202
Fylde,Operating surplus,2003,217
Fylde,Operating surplus,2004,223
Fylde,Operating surplus,2005,209
Fylde,Operating surplus,2006,227
Fylde,Operating surplus,2007,222
Fylde,Operating surplus,2008,229
Fylde,Operating surplus,2009,211
Fylde,Operating surplus,2010,205
Fylde,Operating surplus,2011,188
Fylde,Operating surplus,2012,199
Fylde,Operating surplus,2013,199
Fylde,Operating surplus,2014,211
Fylde,Operating surplus,2015,226
Fylde,Operating surplus,2016,240
Fylde,Operating surplus,2017,242
Fylde,Operating surplus,2018,246
Fylde,Operating surplus,2019,249
Fylde,Operating surplus,2020,249
Fylde,Operating surplus,2021,246
Fylde,Operating surplus,2022,273
Fylde,"Other current transfers, paid",1997,18
Fylde,"Other current transfers, paid",1998,17
Fylde,"Other current transfers, paid",1999,18
Fylde,"Other current transfers, paid",2000,17
Fylde,"Other current transfers, paid",2001,26
Fylde,"Other current transfers, paid",2002,26
Fylde,"Other current transfers, paid",2003,30
Fylde,"Other current transfers, paid",2004,32
Fylde,"Other current transfers, paid",2005,36
Fylde,"Other current transfers, paid",2006,26
Fylde,"Other current transfers, paid",2007,36
Fylde,"Other current transfers, paid",2008,36
Fylde,"Other current transfers, paid",2009,35
Fylde,"Other current transfers, paid",2010,35
Fylde,"Other current transfers, paid",2011,41
Fylde,"Other current transfers, paid",2012,42
Fylde,"Other current transfers, paid",2013,42
Fylde,"Other current transfers, paid",2014,46
Fylde,"Other current transfers, paid",2015,43
Fylde,"Other current transfers, paid",2016,44
Fylde,"Other current transfers, paid",2017,45
Fylde,"Other current transfers, paid",2018,46
Fylde,"Other current transfers, paid",2019,47
Fylde,"Other current transfers, paid",2020,48
Fylde,"Other current transfers, paid",2021,47
Fylde,"Other current transfers, paid",2022,48
Fylde,"Other current transfers, received",1997,14
Fylde,"Other current transfers, received",1998,13
Fylde,"Other current transfers, received",1999,14
Fylde,"Other current transfers, received",2000,12
Fylde,"Other current transfers, received",2001,22
Fylde,"Other current transfers, received",2002,20
Fylde,"Other current transfers, received",2003,22
Fylde,"Other current transfers, received",2004,23
