indicator,local_authority,year,forecast,lower_95,upper_95,trend_slope
pct_adults_active_raw,Wyre,2027,0.26807272727272746,0.20770102490692138,0.32844442963853354,-0.003527272727272731
pct_adults_active_raw,Wyre,2028,0.26454545454545464,0.20417375217964856,0.3249171569112607,-0.003527272727272731
pct_waste_recycled,Blackburn with Darwen,2025,0.23613333333333486,0.18939090602984232,0.2828757606368274,-0.01355
pct_waste_recycled,Blackburn with Darwen,2026,0.22258333333333624,0.1758409060298437,0.2693257606368288,-0.01355
pct_waste_recycled,Blackburn with Darwen,2027,0.20903333333333407,0.16229090602984153,0.2557757606368266,-0.01355
pct_waste_recycled,Blackpool,2025,0.40479047619047615,0.31870080848161436,0.49088014389933793,0.0015821428571428562
pct_waste_recycled,Blackpool,2026,0.4063726190476191,0.32028295133875734,0.4924622867564809,0.0015821428571428562
pct_waste_recycled,Blackpool,2027,0.4079547619047621,0.3218650941959003,0.4940444296136239,0.0015821428571428562
pct_waste_recycled,Burnley,2025,0.31234285714285726,0.2900808995769407,0.3346048147087738,-0.0019321428571428584
pct_waste_recycled,Burnley,2026,0.31041071428571465,0.2881487567197981,0.3326726718516312,-0.0019321428571428584
pct_waste_recycled,Burnley,2027,0.3084785714285716,0.28621661386265507,0.33074052899448814,-0.0019321428571428584
pct_waste_recycled,Chorley,2025,0.42940952380952346,0.4003598637847391,0.45845918383430784,-0.004032142857142855
pct_waste_recycled,Chorley,2026,0.42537738095238,0.3963277209275956,0.45442704097716435,-0.004032142857142855
pct_waste_recycled,Chorley,2027,0.4213452380952383,0.3922955780704539,0.45039489812002265,-0.004032142857142855
pct_waste_recycled,Fylde,2025,0.42901904761904763,0.365427792406121,0.49261030283197427,-0.0034392857142857137
pct_waste_recycled,Fylde,2026,0.4255797619047623,0.3619885066918357,0.48917101711768896,-0.0034392857142857137
pct_waste_recycled,Fylde,2027,0.422140476190477,0.3585492209775504,0.48573173140340364,-0.0034392857142857137
pct_waste_recycled,Hyndburn,2025,0.3119047619047617,0.28793817575746994,0.33587134805205343,-0.0029785714285714276
pct_waste_recycled,Hyndburn,2026,0.30892619047619085,0.2849596043288991,0.3328927766234826,-0.0029785714285714276
pct_waste_recycled,Hyndburn,2027,0.30594761904761913,0.2819810329003274,0.3299142051949109,-0.0029785714285714276
pct_waste_recycled,Lancaster,2025,0.3543238095238088,0.3130878315002965,0.39555978754732113,-0.004317857142857142
pct_waste_recycled,Lancaster,2026,0.3500059523809522,0.3087699743574399,0.39124193040446453,-0.004317857142857142
pct_waste_recycled,Lancaster,2027,0.34568809523809385,0.30445211721458154,0.38692407326160616,-0.004317857142857142
pct_waste_recycled,Pendle,2025,0.2751619047619034,0.25561863240996063,0.29470517711384614,-0.00714642857142857
pct_waste_recycled,Pendle,2026,0.2680154761904756,0.24847220383853288,0.28755874854241836,-0.00714642857142857
